250,Wang Lianling,Work,,Forest Series,,Wang Lianling,,1986,225
251,Li Shan,Work,,Primitive,,Li Shan,,1982,226
252,Li Shan,Work,,No Title,,Li Shan,,1983,226
253,Li Shan,Work,,Encounter,,Li Shan,,1983,227
254,Yu Youlian,Work,,Circle Series,,Yu Youhan,,1986,227
255,Zhao Yifu,Work,,Recall the West,,Zhao Yifu,,1986,228
256,Hong Jijie,Work,,Impression of Fastfood Restaurant,,Hong Jijie,,1985,228
257,Chen Zhen,Work,,Portrait,,Chen Zhen,,1981,229
258,Chen Zhen,Work,,No Title,,Chen Zhen,,1983,229
259,Chen Zhen,Work,,Qi,,Chen Zhen,,1984,230
260,Chen Zhen,Work,,Qi,,Chen Zhen,,1984,230
261,Fang Zhuang,Work,,Cat's World,,Fang Zhuang,,1983,231
262,Ye Mu,Work,,Revelation-Horse and Sun Series,,Ye Mu,,1985,231
263,Ye Mu,Work,,Revelation,,Ye Mu,,1985,232
264,Shen Fan,Work,,Chair and People,,Shen Fan,,1985,232
265,Zhou Changjiang,Work,,Breeding,,Zhou Changjiang,,1985,233
266,Mo Tuo,Work,,"Yin and Yang, Day and Night Being Equally separated",,Mo Tuo,,1985,233
267,Wang Hui,Work,,Owl,,Wang Hui,,1985,234
268,Zhou Peide,Work,,,,Zhou Peide,,1985,234
269,Song Haidong,Work,,No Title,,Song Haidong,,1984,235
270,Xiao Xiaolan,Work,,Creating Object,,Xiao Xiaolan,,1985,235
271,Lei Min,Work,,Between 0 to 1,,Lei Min,,1985,236
272,Xu Hong,Work,,No Title,,Xu Hong,,1985,236
273,Sun Liang,Work,,No Title,,Sun Liang,,1986,237
274,Sun Liang ,,,Flouting Wing,,Sun Liang,,1986,237
275,Yu Jiangang,,,Strange Landscape,,Yu Jiangang,,1984,238
276,"Wu ShanZhuan,Red Black White,Chinese Cabbage, ",Work,,"Red Black White,Chinese Cabbage",,Wu ShanZhuan,,1986,238
277,Wu ShanZhuan,Work,,"Red Black White,Money",,Wu ShanZhuan,,1986,239
278,Wu ShanZhuan,Work,,Red Black White 4,,Wu ShanZhuan,,986?,239
279,Wu ShanZhuan etc.,Work,,Red Black White 6,,Wu ShanZhuan etc.,,1986,240
280,Wu ShanZhuan etc.,Work,,Red Black White 8,,Wu ShanZhuan etc.,,1986,240
281,Wu ShanZhuan etc.,Work,,Red Black White 11,,Wu ShanZhuan etc.,,1986,241
282,Wu ShanZhuan etc.,Work,,Red Black White 13,,Wu ShanZhuan etc.,,1986,241
283,Wu ShanZhuan etc.,Work,,Red Black White 18, ,Wu ShanZhuan etc.,,1986,242
284,Wu ShanZhuan etc.,Work,,Red Black White 20,,Wu ShanZhuan etc.,,1986,242
285,Wu ShanZhuan etc.,Work,,Red Black White 25,,Wu ShanZhuan etc.,,1986,243
286,Wu ShanZhuan etc.,Work,,Red Black White 26,,Wu ShanZhuan etc.,,1986,243
287,Wu ShanZhuan etc.,Work,,Red Black White 27,,Wu ShanZhuan etc.,,1986,244
288,Wu ShanZhuan etc.,Work,,Red Black White 28,,Wu ShanZhuan etc.,,1986,244
289,Wu ShanZhuan etc.,Work,,Red Black White 30,,Wu ShanZhuan etc.,,1986,245
290,Wu ShanZhuan etc.,Work,,Red Black White 31,,Wu ShanZhuan etc.,,1986,245
291,Wu ShanZhuan etc.,Work,,Red Black White 32,,Wu ShanZhuan etc.,,1986,246
292,Wu ShanZhuan etc.,Work,,Red Black White 33,,Wu ShanZhuan etc.,,1986,246
293,Wu ShanZhuan etc.,Work,,Red Black White 34,,Wu ShanZhuan etc.,,1986,247
294,Wu ShanZhuan etc.,Work,,Red Black White 36,,Wu ShanZhuan etc.,,1986,247
295,Wu ShanZhuan etc.,Work,,Red Black White 38,,Wu ShanZhuan etc.,,1986,248
296,Wu ShanZhuan etc.,Work,,Red Black White 42,,Wu ShanZhuan etc.,,1986,248
297,Wu ShanZhuan,Work,,Deficit Today no Water,,Wu ShanZhuan,,1987,249
298,Wu ShanZhuan,Work,,Deficit,,Wu ShanZhuan,,1987,249
299,Wu ShanZhuan,Work,,Deficit,,Wu ShanZhuan,,1987,250
300,"Wu ShanZhuan,Ni Haifeng etc.",Work,,Abstract 1,,"Wu ShanZhuan,Ni Haifeng etc.",,1987,250
301,Wu ShanZhuan,Work,,Red Seal 3,,Wu ShanZhuan,,1987,251
302,Wu ShanZhuan,Work,,Red Seal 8,,Wu ShanZhuan,,1987,251
303,Wu ShanZhuan,Work,,Red Seal 9,,Wu ShanZhuan,,1987,252
304,Wu ShanZhuan,Work,,Red Seal 10,,Wu ShanZhuan,,1987,252
305,Wu ShanZhuan,Work,,Red Seal 14,,Wu ShanZhuan,,1987,253
306,Wu ShanZhuan,Work,,Red Seal 20,,Wu ShanZhuan,,1987,253
307,Wu ShanZhuan,Work,,Red Seal 25,,Wu ShanZhuan,,1987,254
308,Wu ShanZhuan,Work,,Red Seal 28,,Wu ShanZhuan,,1987,254
309,Wu ShanZhuan,Work,,Red Seal 30 ,,Wu ShanZhuan,,1987,255
310,Wu ShanZhuan,Work,,Red Seal 29,,Wu ShanZhuan,,1987,255
311,Gu Wenda,Work,,Night,ink,Gu Wenda,,1981,256
312,Gu Wenda,Work,,White Nights,ink,Gu Wenda,,1981,256
313,Gu Wenda,Work,,Birth,ink,Gu Wenda,,1981,257
314,Gu Wenda,Work,,Moon,ink,Gu Wenda,,1982,257
315,Gu Wenda,Work,,The Moon Is Sleeping on Earth,ink,Gu Wenda,,1982,258
316,Gu Wenda,Work,,,,Gu Wenda,,1982,258
317,Gu Wenda,Work,,Birth,ink,Gu Wenda,,1982,259
318,Gu Wenda,Work,,Three Sphinx's Avatar,,Gu Wenda,,1982,259
319,Gu Wenda,Work,,Moon,,Gu Wenda,,1982,260
320,Gu Wenda,Work,,Religion and Science,,Gu Wenda,,1982,260
321,Gu Wenda,Work,,Body,,Gu Wenda,,1982,261
322,Gu Wenda,Work,,Taiji,,Gu Wenda,,1983,261
323,Gu Wenda,Work,,zoo,,Gu Wenda,,1982,262
324,Gu Wenda,Work,,History of Civilization,,Gu Wenda,,1983,262
325,Gu Wenda,Work,,Silence,,Gu Wenda,,1983,263
326,Gu Wenda,Work,,Landscape,,Gu Wenda,,1983,263
327,Gu Wenda,Work,,Dun Huang,,Gu Wenda,,1985,264
328,Gu Wenda,Work,,shipin,,Gu Wenda,,1985,264
329,Gu Wenda,Work,,Structure of Caligraphy and Seal,,Gu Wenda,,1985,265
330,Gu Wenda,Work,,Sky and Ocean,,Gu Wenda,,1985,265
331,Gu Wenda,Work,,Potrait as body,,Gu Wenda,,1985,266
332,Gu Wenda,Work,,Object,,Gu Wenda,,1985,266
333,Gu Wenda,Work,,Tai Ji,,Gu Wenda,,1985,267
334,Gu Wenda,Work,,Martyrdom,,Gu Wenda,,1985,267
335,Gu Wenda,Work,,No Title,,Gu Wenda,,1985,268
336,Gu Wenda,Work,,Dangerous Chessboard  Leaves The Earth,,Gu Wenda,,1987,268
337,Wu Shaoxiang,Work,,Work 1,,Wu Shaoxiang,,1985,269
338,Wu Shaoxiang,Work,,Work 2,,Wu Shaoxiang,,1985,269
339,Wu Shaoxiang,Work,,Work 3,,Wu Shaoxiang,,1985,270
340,Xu Bing,Work,,Big Wheel 1,,Xu Bing,,1986,270
341,Xu Bing,Work,,Big Wheel 2,,Xu Bing,,1986,271
342,,Exhibition,,,,,,1985,271
343,,Exhibition,,,,,,1988,272
344,,Exhibition,,,,,,1988,272
345,,Exhibition,,,,,,1988,273
346,,Exhibition,,,,,,1988,273
347,,Exhibition,,,,,,1988,274
348,,Exhibition,,,,,,1988,274
349,,Exhibition,,,,,,1988,275
350,,Exhibition,,,,,,1988,275
351,,Exhibition,,,,,,1988,276
352,,Exhibition,,,,,,1988,276
353,,Exhibition,,,,,,1988,277
354,,Exhibition,,,,,,1988,277
355,,Exhibition,,,,,,1988,278
356,,Exhibition,,,,,,1988,278
357,,Exhibition,,,,,,1987,279
358,,Exhibition,,,,,,1987,279
359,,Exhibition,,,,,,1987,280
360,,Document,,,,Wang Baichang,,1987,280
361,new concept,Exhibition,,,,,,1985,281
362,,Document Exhibition,,,,,,1985,281
363,,Document,,,,,,1985,282
364,,Document,,,,,,1987,282
365,,Document,,,,,,1987,283
366,,,,,,,,1985,283
367,,,,,,,,1985,284
368,Liu Xiangdong,Work,,Wisdom and Power,,Liu Xiangdong,,1985,284
369,Liu Xiangdong,Work,,Philosophy Script,,Liu Xiangdong,,1985,285
370,Liu Xiangdong,Work,,New Culture No.5,,Liu Xiangdong,,1986,285
371,Cai Guoqiang,Work,,No Title 1,,Cai Guoqiang,,1985,286
372,Cai Guoqiang,Work,,No Title 2,,Cai Guoqiang,,1985,286
373,Cai Guoqiang,Work,,Self Portrait,,,,1985,287
374,Huang Yongping,Work,,No Title 1,,Huang Yongping,,1985,287
375,Huang Yongping,Work,,No Title 2,,Huang Yongping,,1985,288
376,Huang Yongping,Work,,No Title 3,,Huang Yongping,,1985,288
377,,,,,,,Shanghai,1985,289
378,,,,,,,Shanghai,1985,289
379,,,,,,,Shanghai,1985,290
380,,,,,,,Shanghai,1985,290
381,,,,,,,Shanghai,1985,291
382,,,,,,,Shanghai,1985,291
383,,,,,,,Shanghai,1985,292
384,,,,,,,Shanghai,1985,292
385,,,,,,,Shanghai,1985,293
386,,,,,,,Shanghai,1985,293
387,,,,,,,Shanghai,1985,294
388,,,,,,,Shanghai,1985,294
389,,,,,,,Shanghai,1986,295
390,,,,,,,Shanghai,1986,295
391,,,,,,,Shanghai,1986,296
392,,,,,,,Shanghai,1986,296
393,,,,,,,Shanghai,1986,297
394,,,,,,,Shanghai,1986,297
395,,,,,,,Shanghai,1986,298
396,,,,,,,Shanghai,1986,298
397,Mao Xuhui,,,Red ,,Mao Xuhui,,1984,299
398,Mao Xuhui,,,,,Mao Xuhui,,1984,299
399,Mao Xuhui,,,,,Mao Xuhui,,1984,300
400,Mao Xuhui,,,,,Mao Xuhui,,1984,300
401,Mao Xuhui,,,,,Mao Xuhui,,1984,301
402,Mao Xuhui,,,,,Mao Xuhui,,1984,301
403,Mao Xuhui,,,,,Mao Xuhui,,1984,302
404,Mao Xuhui,,,,,Mao Xuhui,,1985,302
405,Mao Xuhui,,,,,Mao Xuhui,,1986,303
406,Mao Xuhui,,,,,Mao Xuhui,,1986,303
407,Mao Xuhui,,,,,Mao Xuhui,,1986,304
408,Mao Xuhui,,,,,Mao Xuhui,,1986,304
409,Mao Xuhui,,,,,Mao Xuhui,,1986,305
410,Mao Xuhui,,,,,Mao Xuhui,,1986,305
411,Mao Xuhui,,,,,Mao Xuhui,,1986,306
412,Mao Xuhui,,,,,Mao Xuhui,,1986,306
413,Mao Xuhui,,,,,Mao Xuhui,,1986,307
414,Zhang Xiaogang,,,,,Zhang Xiaogang,,1984,307
415,Zhang Xiaogang,,,,,Zhang Xiaogang,,1985,308
416,Zhang Xiaogang,,,,,Zhang Xiaogang,,1985,308
417,Zhang Xiaogang,,,,,Zhang Xiaogang,,1985,309
418,Zhang Xiaogang,,,,,Zhang Xiaogang,,1985,309
419,Zhang Xiaogang,,,,,Zhang Xiaogang,,1985,310
420,Zhang Xiaogang,,,,,Zhang Xiaogang,,1985,310
421,Zhang Xiaogang,,,,,Zhang Xiaogang,,1988,311
422,Ye Yongqing,,,,,Ye Yongqing,,1985,311
423,Ye Yongqing,,,,,Ye Yongqing,,1985,312
424,Ye Yongqing,,,,,Ye Yongqing,,1984,312
425,Ye Yongqing,,,,,Ye Yongqing,,1985,313
426,Ye Yongqing,,,,,Ye Yongqing,,1986,313
427,Ye Yongqing,,,,,Ye Yongqing,,1985,314
428,Pan Dehai,,,,,Pan Dehai,,1985,314
429,Pan Dehai,,,,,Pan Dehai,,1984,315
430,Pan Dehai,,,,,Pan Dehai,,1984,315
431,Pan Dehai,,,,,Pan Dehai,,1984,316
432,Pan Dehai,,,,,Pan Dehai,,1985,316
433,Fu Liya,,,,,Pu Liya,,1985,317
434,Ding Defu,,,,,Ding Defu,,1985,317
435,Ding Defu,,,,,Ding Defu,,1986,318
436,Ding Defu,,,,,Ding Defu,,1987,318
437,Ding Defu,,,,,Ding Defu,,1987,319
438,Ding Defu,,,,,Ding Defu,,1988,319
439,Sun Guojuan,,,,,Sun Guojuan,,1985,320
440,Sun Guojuan,,,,,Sun Guojuan,,1985,320
441,Hou Wenyi,,,,,Hou Wenyi,,1985,321
442,Hou Wenyi,,,,,Hou Wenyi,,1985,321
443,Hou Wenyi,,,,,Hou Wenyi,,1985,322
444,Hou Wenyi,,,,,Hou Wenyi,,1985,322
445,Hou Wenyi,,,,,Hou Wenyi,,1985,323
446,Hou Wenyi,,,,,Hou Wenyi,,1985,323
447,Zhai Wei,,,,,Zhai Wei,,1985,324
448,Zhai Wei,,,,,Zhai Wei,,1985,324
449,Yang Huangli,,,,,Yang Huangli,,1985,325
450,Zhang Long,,,,,Zhang Long,,1984,325
451,Zhang Xiaping,,,,,Zhang Xiaping,,1985,326
452,Sun Shifan,,,,,Sun Shifan,,1985,326
453,Liu Quan,,,,,Liu Quan,,1985,327
454,Cao Li,,,,,Cao li,,1985,328
455,Xia Xiaowan,,,,,Xia Xiaowan,,1985,328
456,Liang Yuan,,,,,Liang Yuan,,1985,329
457,Chen Qiang,,,,,Chen Qiang,,1985,329
458,,,,,,,,1985,330
459,Li Baoying,,,,,Li Baoying,,1985,330
460,Liu Changshun,,,,,Liu Changshun,,1986,331
461,Zhang Song,,,,,Zhang Song,,1986,331
462,Zhu Haikun,,,,,Zhu Haikun,,1986,332
463,Lin Chunyan,,,,,Lin Chunyan,,1986,332
464,Zhang Yibo,,,,,Zhang Yibo,,1986,333
465,Meng Luding,,,,,Meng Luding,,1986,333
466,Chen Dan,,,,,Chen Dan,,1986,334
467,Guan Wei,,,,,Guan Wei,,1986,334
468,Zhao Hui,,,,,Zhao Hui,,1986,335
469,Chen Wenqi,,,,,Chen Wenqi,,1986,335
470,Zhang Qun,,,,,Zhang Qun,,1987,336
471,Wang Youshen,,,,,Wang Youshen,,1988,336
472,Wu Shaoxiang,,,,,Wu Shaoxiang,,1988,337
473,Jia Bo,,,,Oil,Jia Bo,,1988,337
474,Sun Jianping,,,,Oil,Sun Jianping,,1985,338
475,Li Jin,,,,Oil,Li Jin,,1985,338
476,Li Jin,,,,Ink,Li Jin,,1985,339
477,Li Jin,,,,Ink,Li Jin,,1985,339
478,Yan Binghui,,,,Ink,Yan Binghui,,1985,340
479,Yan Binghui,,,,,Yan Binghui,,1985,340
480,Yan Binghui,,,,,Yan Binghui,,1985,341
481,Yan Binghui,,,,,Yan Binghui,,1985,341
482,Yan Binghui,,,,,Yan Binghui,,1985,342
483,Lv Peihuan,,,the last radiance of the setting sun,,Lv Peihuan,,1985,342
484,Lv Peihuan,,,,,Lv Peihuan,,1985,343
485,,,,,,,,1985,343
486,,,,,,,,1985,344
487,,,,,,,,1986,344
488,,,,,,,,1986,345
489,Fan Bo,,,,,Fan Bo,,1985,345
490,Fan Bo,,,,,Fan Bo,,1985,346
491,Fu Zenan,,,,,Fu Zenan,,1985,346
492,Fu Zenan,,,,,Fu Zenan,,1985,347
493,Fu Zenan,,,,,Fu Zenan,,1985,347
494,Fu Zenan,,,,,Fu Zenan,,1985,348
495,Fu Zenan,,,,,Fu Zenan,,1985,348
496,Fu Zewu,,,,,Fu Zewu,,1985,349
497,Fu Zewu,,,,,Fu Zewu,,1985,349
498,Le Xiaoshi,,,,,Le Xiaoshi,,1985,350
499,Ma Baokang,,,,,Ma Baokang,,1985,350
500,Ma Xiaoxing,,,,,Ma Xiaoxing,,1985,351
501,Ma Xiaoxing,,,,,Ma Xiaoxing,,1985,351
502,Ma Xiaoxing,,,,,Ma Xiaoxing,,1985,352
503,Pi Zhiwei,,,,,Pi Zhiwei,,1985,352
504,Shao Pusheng,,,,,Shao Pusheng,,1985,353
505,Shao Pusheng,,,,,Shao Pusheng,,1985,353
506,Shao Pusheng,,,,,Shao Pusheng,,1985,354
507,Shao Pusheng,,,,,Shao Pusheng,,1985,354
508,Shao Xianlan,,,,,Shao Xianlan,,1985,355
509,Shao Xianlan,,,,,Shao Xianlan,,1985,355
510,Shi Xiaojun,,,,,Shi Xiaojun,,1985,356
511,Tang Tao,,,,,Tang Tao,,1985,356
512,Wang Aiqin,,,,,Wang Aiqin,,1985,357
513,Wang Aiqin,,,,,Wang Aiqin,,1985,357
514,Wang Aiqin,,,,,Wang Aiqin,,1985,358
515,Wang Dun,,,,,Wang Dun,,1985,358
516,Xia Funing,,,,,Xia Funing,,1985,359
517,Yang Wenqun,,,,,Yang Wenqun,,1985,359
518,Zhu Shaoqiang,,,,,Zhu Shaoqiang,,1985,360
519,Zhu Shaoqiang,,,,,Zhu Shaoqiang,Xu Zhou,1985,360
520,Zhu Shaoqiang,,,,,Zhu Shaoqiang,Xu Zhou,1985,361
521,,,"""The Xuzhou Modern Art Exhibition"",1986",,,,Xu Zhou,1986,361
522,,,"""The Xuzhou Modern Art Exhibition"",1986",,,,Xu Zhou,1986,362
523,,,"""The Xuzhou Modern Art Exhibition"",1986",,,,Xu Zhou,1986,362
524,,,"""The Xuzhou Modern Art Exhibition"",1986",,,,Xu Zhou,1986,363
525,,,"""The Xuzhou Modern Art Exhibition"",1986",,,,Xu Zhou,1986,363
526,,,"""The Xuzhou Modern Art Exhibition"",1986",,,,Xu Zhou,1986,364
527,Wu Pingren,,,,,Wu Pingren,Xu Zhou,1986,364
528,Wu Pingren,,,,,Wu Pingren,Xu Zhou,1986,365
529,Qu Yan,,,,,Qu Yan,Xu Zhou,1986,365
530,Qu Yan,,,,,Qu Yan,Xu Zhou,1985,366
531,Qu Yan,,,,,Qu Yan,Xu Zhou,1987,366
532,Qu Yan,,,,,Qu Yan,Xu Zhou,1987,367
533,Qu Yan,,,,,Qu Yan,Xu Zhou,1987,367
534,Li Yafei,,,,,Li Yafei,Xu Zhou,1985,368
535,Li Yafei,,,,,Li Yafei,Xu Zhou,1986,368
536,Li Yafei,,,,,Li Yafei,Xu Zhou,1986,369
537,Wang Lu,,,,,Wang Lu,Xu Zhou,1986,369
538,Wang Lu,,,,,Wang Lu,Xu Zhou,1986,370
539,Wang Lu,,,,,Wang Lu,Xu Zhou,1986,370
540,Wang Lu,,,,,Wang Lu,Xu Zhou,1986,371
541,Wang Lu,,,,,Wang Lu,Xu Zhou,1986,371
542,Wang Lu,,,,,Wang Lu,Xu Zhou,1986,372
543,Weng Jianqing,,,,,Weng Jianqing,Xu Zhou,1985,372
544,Weng Jianqing,,,,,Weng Jianqing,Xu Zhou,1985,373
545,Yuan Xianming,,,,,Yuan Xianming,Xu Zhou,1985,373
546,Yuan Xianming,,,,,Yuan Xianming,Xu Zhou,1985,374
547,Shi Dihua,,,,,Shi Dihua,Xu Zhou,1985,374
548,Shi Dihua,,,,,Shi Dihua,Xu Zhou,1985,375
549,Shi Dihua,,,,,Shi Dihua,Xu Zhou,1985,375
550,Gao Tianming,,,,,Gao Tianming,Xu Zhou,1985,376
551,Gao Tianming,,,,,Gao Tianming,Xu Zhou,1985,376
552,Gao Tianming,,,,,Gao Tianming,Xu Zhou,1985,377
553,Gao Tianming,,,,,Gao Tianming,Xu Zhou,1986,377
554,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1985,378
555,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1985,378
556,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1985,379
557,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1986,379
558,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1987,380
559,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1987,380
560,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1987,381
561,Wang Chuan,,,,,Wang Chuan,Xu Zhou,1985,381
562,Wu Shixiong,,,,,Wu Shixiong,Xu Zhou,1985,382
563,Ying Weiping,,,,,Ying Weiping,Xu Zhou,1985,382
564,Ying Weiping,,,,,Ying Weiping,Xu Zhou,1985,383
565,Li Jian,,,,,Li Jian,Xu Zhou,1985,383
566,Li Jian,,,,,Li Jian,Xu Zhou,1985,384
567,Li Jian,,,,,Li Jian,Xu Zhou,1985,384
568,Wei Xilin,,,,,Wei Xilin,Xu Zhou,1985,385
569,Xie Yuxi,,,,,Xie Yuxi,Xu Zhou,1985,385
570,Xie Yuxi,,,,,Xie Yuxi,Xu Zhou,1985,386
571,Xu Jing,,,,,Xu Jing,Xu Zhou,1985,386
572,Ye Ling,,,,,Ye Ling,,1985,387
573,Li Yunying,,,,,Li Yunying,,1985,387
574,,,,,,,,1984,388
575,Cao Yong,,,,,Cao Yong,,1985,388
576,Cao Yong,,,,,Cao Yong,,1985,389
577,Cao Yong,,,,,Cao Yong,,1985,389
578,Cao Yong,,,,,Cao Yong,,1985,390
579,Cao Yong,,,,,Cao Yong,,1985,390
580,Cao Yong,,,,,Cao Yong,,1985,391
581,Yang Shufeng,,,,,Yang Shufeng,,1985,391
582,Yang Shufeng,,,,,Yang Shufeng,,1985,392
583,Yang Shufeng,,,,,Yang Shufeng,,1985,392
584,Yang Shufeng,,,,,Yang Shufeng,,1985,393
585,Yang Shufeng,,,,,Yang Shufeng,,1985,393
586,Yang Shufeng,,,,,Yang Shufeng,,1985,394
587,Yang Shufeng,,,,,Yang Shufeng,,1985,394
588,Yang Shufeng,,,,,Yang Shufeng,,1985,395
589,Liu Zheng,,,,,Liu Zheng,,1985,395
590,Huang Yulan,,,,,Huang Yulan,,1986,396
591,Huang Yulan,,,,,Huang Yulan,,1986,396
592,Fu Qiang,,,,,Fu Qiang,,1986,397
593,Fu Qiang,,,,,Fu Qiang,,1986,397
594,Shi Dan,,,,,Shi Dan,,1986,398
595,Hu Shaquan,,,,,Hu Shaquan,,1986,398
596,Wen Dusu,,,,,Wen Dusu,,1986,399
597,Zhou Yu,,,,,Zhou Yu,,1986,399
598,,,,,,,,on 6,400
599,Chen Yuzhu,,,,,Chen Yuzhu,,1986,400
600,Chen Yuzhu,,,,,Chen Yuzhu,,1986,401
601,Chen Yuzhu,,,,,Chen Yuzhu,,1986,401
602,Chen Yuzhu,,,,,Chen Yuzhu,,1986,402
603,Li Yanping,,,,,Li Yanping,,1986,402
604,Li Yanping,,,,,Li Yanping,,1986,403
605,Li Yanping,,,,,Li Yanping,,1986,403
606,Li Yanping,,,,,Li Yanping,,1986,404
607,Li Yanping,,,,,Li Yanping,,1986,404
608,Li Yanping,,,,,Li Yanping,,1986,405
609,Li Yanping,,,,,Li Yanping,,1986,405
610,Li Zhibao,,,,,Li Zhibao,,1986,406
611,Li Zhibao,,,,,Li Zhibao,,1986,406
612,Qi Yong,,,,,Qi Yong,,1986,407
613,Qi Yong,,,,,Qi Yong,,1986,407
614,Yu Xiaodong,,,,,Yu Xiaodong,,1986,408
615,Yu Xiaodong,,,,,Yu Xiaodong,,1986,408
616,Zhai Yaofei,,,,,Zhai Yaofei,,1986,409
617,Zhai Yaofei,,,,,Zhai Yaofei,,1986,409
618,Zhai Yaofei,,,,,Zhai Yaofei,,1986,410
619,Wang Linfa,,,,,Wang Linfa,,1986,410
620,Dai Guangyu,,,,,Dai Guangyu,,1985,411
621,Huangpu Qiren,,,,,Huangpu Qiren,,1985,411
622,Jian Chongmin,,,,,Jian Chongmin,,1985,412
623,Li Jixiang,,,,,Li Jixiang,,1985,412
624,Luo Lunjian,,,,,Luo Lunjian,,1985,413
625,Xu Dachen,,,,,Xu Dachen,,1985,413
626,,,,,,,,1985,414
627,,,,,,,,on 7,414
628,Duan Xiu Cang,,,,,Duan Xiu Cang,,1986,415
629,Duan Xiu Cang,,,,,Duan Xiu Cang,,1986,415
630,Duan Xiu Cang,,,,,Duan Xiu Cang,,1986,416
631,Wang Huanqing,,,,,Wang Huanqing,,1986,416
632,Wang Huanqing,,,,,Wang Huanqing,,1986,417
633,Wang Huanqing,,,,,Wang Huanqing,,1986,417
634,Wang Huanqing,,,,,Wang Huanqing,,1986,418
635,Qiao Xiaoguang,,,,,Qiao Xiaoguang,,1986,418
636,Qiao Xiaoguang,,,,,Qiao Xiaoguang,,1986,419
637,Qiao Xiaoguang,,,,,Qiao Xiaoguang,,1986,419
638,Qiao Xiaoguang,,,,,Qiao Xiaoguang,,1986,420
639,,,,,,,He Nan,1986,420
640,,,,,,,He Nan,1986,421
641,,,,,,,He Nan,1986,421
642,,,,,,,He Nan,1986,422
643,,,,,,,He Nan,1986,422
644,,,,,,,He Nan,1986,423
645,,,,,,,He Nan,1986,423
646,,,,,,,,1986,424
647,,,,,,,,1987,424
648,,,,,,,,????,425
649,Zhu Yanguang,,,,,Zhu Yanguang,,1986,425
650,Zhu Yanguang,,,,,Zhu Yanguang,,1986,426
651,Zhu Yanguang,,,,,Zhu Yanguang,,1986,426
652,Ren Xiaoyin,,,,,Ren Xiaoyin,,1986,427
653,Ren Xiaoyin,,,,,Ren Xiaoyin,,1986,427
654,Ren Xiaoyin,,,,,Ren Xiaoyin,,1986,428
655,Chen Yufei,,,,,Chen Yufei,,1986,428
656,Fu Qiang,,,,,Fu Qiang,,1985,429
657,Huang Weidong,,,,,Huang Weidong,,1985,429
658,Liu Yifu,,,,,Liu Yifu,,1985,430
659,Lu Jinbo,,,,,Lu Jinbo,,1985,430
660,Shi Xiangqiang,,,,,Shi Xiangqiang,,1985,431
661,Wang Jianhua,,,,,Wang Jianhua,,1985,431
662,Wang Jin,,,,,Wang Jin,,1985,432
663,Wang Shouming,,,,,Wang Shouming,,1985,432
664,Wang Shouming,,,,,Wang Shouming,,1985,433
665,Xie Haitao,,,,,Xie Haitao,,1985,433
666,Xie Haitao,,,,,Xie Haitao,,1985,434
667,Yang Guoxin,,,,,Yang Guoxin,,1985,434
668,Zhang Quan,,,,,Zhang Quan,,1985,435
669,Zhu Mo,,,,,Zhu Mo,,1985,435
670,Zhuang Wei,,,,,Zhuang Wei,,1985,436
671,He Yonghong,,,,,He Yonghong,,1985,436
672,Li Ling,,,,,Li Ling,,1985,437
673,Li Xiangqun,,,,,Li Xiangqun,,1985,437
674,Liu Qingmin,,,,,Liu Qingmin,,1985,438
675,Shi Xiao,,,,,Shi Xiao,,1985,438
676,Song Xiaomin,,,,,Song Xiaomin,,1955,439
677,Wan Guohua,,,,,Wan Guohua,,1985,439
678,Tong Jianyin,,,,,Tong Jianyin,,1985,440
679,Tong Jianyin,,,,,Tong Jianyin,,1985,440
680,Tong Jianyin,,,,,Tong Jianyin,,1985,441
681,Zhao Shuli,,,,,Zhao Shuli,,1985,441
682,Luo Mingjun,,,,,Luo Mingjun,,1985,442
683,Jiang Shangwen,,,,,Jiang Shangwen,,1985,442
684,Huang Bing,,,,,Huang Bing,,1985,443
685,Huang Bing,,,,,Huang Bing,,1985,443
686,Liu Yun,,,,,Liu Yun,,1985,444
687,Liu Xiangdong,,,,,Liu Xiangdong,,1985,444
688,Yuan Xiaoyan,,,,,Yuan Xiaoyan,,1985,445
689,Ma Jianxin,,,,,Ma Jianxin,,1985,445
690,Ma Jianxin,,,,,Ma Jianxin,,1985,446
691,Ma Jianxin,,,,,Ma Jianxin,,1985,446
692,Shu Lei,,,,,Shu Lei,,1985,447
693,Yuan Qingyi,,,,,Yuan Qingyi,,1986,447
694,Li Luming,,,,,Li Luming,,1986,448
695,Li Luming,,,,,Li Luming,,1986,448
696,Tan Liqin,,,,,Tan Liqin,,1985,449
697,Tan Liqin,,,,,Tan Liqin,,1985,449
698,,,,,,,,1986,450
699,Huang Yali,,,,,Huang Yali,,1987,450
700,Huang Yali,,,,,Huang Yali,,1987,451
701,Huang Yali,,,,,Huang Yali,,1987,451
702,Huang Yali,,,,,Huang Yali,,1987,452
703,Fu Zhongwang,,,,,Fu Zhongwang,,1986,452
